filepath,class,source,split
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01112.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01113.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01661.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01114.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01662.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01264.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00774.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01663.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00775.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01115.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00767.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01664.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01665.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00619.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00940.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00941.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00876.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00768.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01116.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00620.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00942.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00877.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01265.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01666.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01266.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01267.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00776.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00621.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00777.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00878.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01268.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00622.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00623.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01269.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01270.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00943.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01117.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01667.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00769.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00944.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01668.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01118.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01669.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00770.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01119.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01670.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00879.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00624.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01120.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01121.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00945.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00625.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01671.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00755.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00756.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01271.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01672.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01673.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00626.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01674.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00880.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01122.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01675.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01123.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00946.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00947.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01676.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01677.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00627.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00179.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00628.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00881.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00882.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00757.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00948.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01272.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01273.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01274.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00949.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01124.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00950.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00951.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01275.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00883.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00952.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01678.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00758.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00759.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00884.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00629.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01276.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01125.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01679.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00180.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00885.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01126.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00760.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01680.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00953.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00886.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00887.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00888.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00771.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00889.jpg,Corn___Healthy,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00772.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01127.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01277.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01128.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00761.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01278.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00778.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01681.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00630.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01279.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01682.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01683.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00779.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00954.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00890.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01684.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01129.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01280.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00955.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00762.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01281.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01130.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00780.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00956.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00773.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01131.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00781.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01282.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00782.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00891.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00892.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00893.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01283.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01284.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01685.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01686.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01285.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01286.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01132.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01687.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01688.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00957.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01689.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01690.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00783.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01691.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00784.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00631.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01133.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01134.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01692.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00632.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00763.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00764.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01693.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00765.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00785.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00958.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00894.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00895.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00896.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00633.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01694.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00959.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00786.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01695.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01287.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00897.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00960.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00774.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00961.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01135.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00787.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01288.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01136.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00775.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00898.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01137.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00899.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01289.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00962.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01290.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01138.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00788.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_01139.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01696.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01291.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01292.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00963.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01293.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00776.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00777.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01697.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01294.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00789.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01698.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00964.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01699.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00965.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_01295.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_01296.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00778.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01700.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01140.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00790.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01701.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_01702.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_01141.jpg,Corn___Gray_Leaf_Spot,PV,train
